datetime;high;low;close;hl;tr0;tr1;tr2;TR;ATR;NORM
2021-03-23 20:00:00;141920.0;141060.0;141490.0;6.756932389247553;860.0;580.0;280.0;860.0;981.0603358087305;-0.1317015728186739
2021-03-23 21:00:00;141670.0;141210.0;141490.0;6.131226489483141;460.0;180.0;280.0;460.0;807.3735572058204;-0.5625599678492526
2021-03-23 22:00:00;141630.0;140520.0;140670.0;7.01211529430638;1110.0;140.0;970.0;1110.0;908.2490381372136;0.20059668223429572
2021-03-23 23:00:00;140840.0;140170.0;140180.0;6.507277712385012;670.0;170.0;500.0;670.0;828.8326920914757;-0.21274060343333634
2021-03-24 00:00:00;140460.0;139630.0;140090.0;6.721425700790643;830.0;280.0;550.0;830.0;829.2217947276505;0.0009380365324087592
2021-03-24 01:00:00;140290.0;139780.0;139780.0;6.234410725718371;510.0;200.0;310.0;510.0;722.8145298184337;-0.3487419349260934
2021-03-24 09:00:00;140750.0;139340.0;139560.0;7.251344983372214;1410.0;970.0;440.0;1410.0;951.8763532122891;0.3929098380956555
2021-03-24 10:00:00;140240.0;139380.0;139680.0;6.756932389247553;860.0;680.0;180.0;860.0;921.2509021415261;-0.06880003351361541
2021-03-24 11:00:00;140820.0;139600.0;140480.0;7.106606137727303;1220.0;1140.0;80.0;1220.0;1020.8339347610174;0.1782309823889534
2021-03-24 12:00:00;141060.0;140150.0;141040.0;6.813444599510896;910.0;580.0;330.0;910.0;983.8892898406783;-0.07806878088708213
2021-03-24 13:00:00;141920.0;140780.0;141920.0;7.038783541388542;1140.0;880.0;260.0;1140.0;1035.9261932271188;0.0957323631657152
2021-03-24 14:00:00;142490.0;141600.0;141710.0;6.7912214627261855;890.0;570.0;320.0;890.0;987.2841288180792;-0.10373640642328663
2021-03-24 15:00:00;141880.0;141010.0;141170.0;6.76849321164863;870.0;170.0;700.0;870.0;948.1894192120528;-0.0860610799425876
2021-03-24 16:00:00;141680.0;141060.0;141110.0;6.429719478039138;620.0;510.0;110.0;620.0;838.7929461413686;-0.3022444114889957
2021-03-24 17:00:00;141760.0;141070.0;141180.0;6.536691597591305;690.0;650.0;40.0;690.0;789.1952974275791;-0.13432221788200138
2021-03-24 18:00:00;141820.0;140880.0;141390.0;6.84587987526405;940.0;640.0;300.0;940.0;839.4635316183861;0.11311684028753977
2021-03-24 19:00:00;141620.0;140720.0;141450.0;6.802394763324311;900.0;230.0;670.0;900.0;859.6423544122574;0.04587832753589538
2021-03-24 20:00:00;142080.0;141460.0;141940.0;6.429719478039138;620.0;630.0;10.0;630.0;783.0949029415049;-0.2335344148745886
2021-03-24 21:00:00;142850.0;141830.0;142390.0;6.927557906278317;1020.0;910.0;110.0;1020.0;862.0632686276699;0.16822924082819135
2021-03-24 22:00:00;142420.0;141510.0;141910.0;6.813444599510896;910.0;30.0;880.0;910.0;878.0421790851133;0.03574996706939526
2021-03-24 23:00:00;142210.0;141370.0;141450.0;6.733401891837359;840.0;300.0;540.0;840.0;865.3614527234088;-0.029745392233622603
2021-03-25 00:00:00;141620.0;140270.0;140530.0;7.2078598714324755;1350.0;170.0;1180.0;1350.0;1026.907635148939;0.27355260211229027
2021-03-25 01:00:00;140900.0;140320.0;140780.0;6.363028103540465;580.0;370.0;210.0;580.0;877.9384234326261;-0.41454835487057196
2021-03-25 09:00:00;141340.0;140050.0;141200.0;7.162397497355718;1290.0;560.0;730.0;1290.0;1015.2922822884174;0.239465684487441
2021-03-25 10:00:00;141650.0;140730.0;140900.0;6.824373670043086;920.0;450.0;470.0;920.0;983.5281881922783;-0.06677262847574106
2021-03-25 11:00:00;141400.0;140720.0;141240.0;6.522092798170152;680.0;500.0;180.0;680.0;882.3521254615189;-0.2604984133806063
2021-03-25 12:00:00;141860.0;140900.0;141330.0;6.866933284461882;960.0;620.0;340.0;960.0;908.2347503076792;0.05543040369400831
2021-03-25 13:00:00;142030.0;141170.0;141500.0;6.756932389247553;860.0;700.0;160.0;860.0;892.1565002051195;-0.036709176603587856
2021-03-25 14:00:00;141950.0;141410.0;141830.0;6.29156913955832;540.0;450.0;90.0;540.0;774.7710001367465;-0.36099836243659755
2021-03-25 15:00:00;142120.0;141520.0;141990.0;6.396929655216146;600.0;290.0;310.0;600.0;716.5140000911642;-0.17746813141619544
2021-03-25 16:00:00;142070.0;140560.0;140580.0;7.31986492980897;1510.0;80.0;1430.0;1510.0;981.0093333941095;0.43128295612565637
2021-03-25 17:00:00;140920.0;140110.0;140520.0;6.697034247666484;810.0;340.0;470.0;810.0;924.0062222627396;-0.1316845580031103
2021-03-25 18:00:00;140880.0;140040.0;140430.0;6.733401891837359;840.0;360.0;480.0;840.0;896.0041481751598;-0.06454315078663075
2021-03-25 19:00:00;140920.0;139520.0;139780.0;7.24422751560335;1400.0;490.0;910.0;1400.0;1064.0027654501066;0.2744342465978944
2021-03-25 20:00:00;140190.0;139210.0;139800.0;6.887552571664617;980.0;410.0;570.0;980.0;1036.0018436334044;-0.055571630722150545
2021-03-25 21:00:00;141150.0;139970.0;140570.0;7.07326971745971;1180.0;1350.0;170.0;1350.0;1140.6678957556028;0.033900474158199856
2021-03-25 22:00:00;140910.0;140340.0;140650.0;6.345636360828596;570.0;340.0;230.0;570.0;950.4452638370686;-0.5112942127368898
2021-03-25 23:00:00;141130.0;140550.0;141050.0;6.363028103540465;580.0;480.0;100.0;580.0;826.9635092247124;-0.3547324662348883
2021-03-26 00:00:00;141290.0;140780.0;141140.0;6.234410725718371;510.0;240.0;270.0;510.0;721.3090061498084;-0.3466568997105455
2021-03-26 01:00:00;141350.0;141120.0;141170.0;5.438079308923196;230.0;210.0;20.0;230.0;557.5393374332057;-0.8854537523401156
2021-03-26 09:00:00;142180.0;141300.0;142010.0;6.779921907472252;880.0;1010.0;130.0;1010.0;708.3595582888038;0.21697009200064965
2021-03-26 10:00:00;142440.0;141850.0;142290.0;6.380122536899765;590.0;430.0;160.0;590.0;668.9063721925359;-0.12552156155466765
2021-03-26 11:00:00;142680.0;142130.0;142490.0;6.309918278226516;550.0;390.0;160.0;550.0;629.2709147950239;-0.13464359289252847
2021-03-26 12:00:00;143410.0;142450.0;143280.0;6.866933284461882;960.0;920.0;40.0;960.0;739.5139431966826;0.26094014759130424
2021-03-26 13:00:00;143600.0;142920.0;143030.0;6.522092798170152;680.0;320.0;360.0;680.0;719.6759621311218;-0.05670825994021911
2021-03-26 14:00:00;143220.0;142820.0;143000.0;5.991464547107982;400.0;190.0;210.0;400.0;613.1173080874146;-0.42709173770977404
2021-03-26 15:00:00;143100.0;142320.0;142410.0;6.659293919683638;780.0;100.0;680.0;780.0;668.7448720582763;0.1538912894530613
2021-03-26 16:00:00;142790.0;142210.0;142580.0;6.363028103540465;580.0;380.0;200.0;580.0;639.1632480388508;-0.09713179244828662
2021-03-26 17:00:00;142730.0;141920.0;142580.0;6.697034247666484;810.0;150.0;660.0;810.0;696.1088320259005;0.1515282317029376
2021-03-26 18:00:00;143270.0;142510.0;143180.0;6.633318433280377;760.0;690.0;70.0;760.0;717.405888017267;0.05767666077613942
2021-03-26 19:00:00;143460.0;142760.0;142930.0;6.551080335043404;700.0;280.0;420.0;700.0;711.6039253448447;-0.016441136956845348
2021-03-26 20:00:00;143140.0;142710.0;143090.0;6.063785208687608;430.0;210.0;220.0;430.0;617.7359502298965;-0.36227589246621683
2021-03-26 21:00:00;143240.0;142820.0;142820.0;6.040254711277414;420.0;150.0;270.0;420.0;551.823966819931;-0.2729743834515128
2021-03-26 22:00:00;143060.0;142550.0;142760.0;6.234410725718371;510.0;240.0;270.0;510.0;537.8826445466207;-0.053229677836018396
2021-03-26 23:00:00;142980.0;142320.0;142980.0;6.492239835020471;660.0;220.0;440.0;660.0;578.5884296977471;0.13164843974414797
2021-03-27 00:00:00;144580.0;142950.0;144420.0;7.396335293800808;1630.0;1600.0;30.0;1630.0;929.0589531318313;0.5621630983008918
2021-03-27 01:00:00;144840.0;144200.0;144580.0;6.461468176353717;640.0;420.0;220.0;640.0;832.7059687545542;-0.26321242481547635
2021-03-29 09:00:00;144580.0;143810.0;143960.0;6.646390514847729;770.0;0.0;770.0;770.0;811.8039791697029;-0.05286839120766018
2021-03-29 10:00:00;144150.0;143600.0;143970.0;6.309918278226516;550.0;190.0;360.0;550.0;724.5359861131352;-0.27561315257417185
2021-03-29 11:00:00;144000.0;143530.0;143650.0;6.152732694704104;470.0;30.0;440.0;470.0;639.6906574087568;-0.30825201700059424
2021-03-29 12:00:00;144780.0;143410.0;144630.0;7.222566018822171;1370.0;1130.0;240.0;1370.0;883.1271049391712;0.4390968818740655
2021-03-29 13:00:00;144880.0;143840.0;144200.0;6.946975992135418;1040.0;250.0;790.0;1040.0;935.4180699594474;0.10598242913472422
2021-03-29 14:00:00;144470.0;143900.0;144230.0;6.345636360828596;570.0;270.0;300.0;570.0;813.6120466396317;-0.35584729038368845
2021-03-29 15:00:00;144560.0;144010.0;144410.0;6.309918278226516;550.0;330.0;220.0;550.0;725.7413644264211;-0.2772754257805916
2021-03-29 16:00:00;144750.0;144330.0;144560.0;6.040254711277414;420.0;340.0;80.0;420.0;623.8275762842808;-0.3956192988513507
2021-03-29 17:00:00;144710.0;144250.0;144480.0;6.131226489483141;460.0;150.0;310.0;460.0;569.2183841895205;-0.21303767450598876
2021-03-29 18:00:00;144480.0;143730.0;143770.0;6.620073206530356;750.0;0.0;750.0;750.0;629.4789227930137;0.17518083606398882
2021-03-29 19:00:00;144470.0;143560.0;144170.0;6.813444599510896;910.0;700.0;210.0;910.0;722.9859485286757;0.23005481249441395
2021-03-29 20:00:00;144590.0;143930.0;144500.0;6.492239835020471;660.0;420.0;240.0;660.0;701.9906323524506;-0.06168022468902645
2021-03-29 21:00:00;145290.0;144490.0;145080.0;6.684611727667927;800.0;790.0;10.0;800.0;734.6604215683004;0.08520334668697505
2021-03-29 22:00:00;145440.0;144850.0;145000.0;6.380122536899765;590.0;360.0;230.0;590.0;686.4402810455337;-0.15139669405901568
2021-03-29 23:00:00;145050.0;144580.0;144710.0;6.152732694704104;470.0;50.0;420.0;470.0;614.2935206970225;-0.2677401659529206
2021-03-30 00:00:00;145050.0;144690.0;145050.0;5.886104031450156;360.0;340.0;20.0;360.0;529.529013798015;-0.3858839267983738
2021-03-30 01:00:00;145070.0;144830.0;144830.0;5.480638923341991;240.0;20.0;220.0;240.0;433.01934253201;-0.590143474637399
2021-03-30 09:00:00;145390.0;144850.0;145340.0;6.29156913955832;540.0;560.0;20.0;560.0;475.3462283546733;0.12752569924426638
2021-03-30 10:00:00;145400.0;144910.0;145070.0;6.194405391104672;490.0;60.0;430.0;490.0;480.2308189031155;0.020138530070143545
2021-03-30 11:00:00;145550.0;145010.0;145240.0;6.29156913955832;540.0;480.0;60.0;540.0;500.1538792687437;0.07665332994658591
2021-03-30 12:00:00;145800.0;144960.0;145230.0;6.733401891837359;840.0;560.0;280.0;840.0;613.4359195124957;0.3143260838141231
2021-03-30 13:00:00;145480.0;144410.0;144660.0;6.975413927455952;1070.0;250.0;820.0;1070.0;765.6239463416638;0.33472280993061343
2021-03-30 14:00:00;144660.0;144070.0;144190.0;6.380122536899765;590.0;0.0;590.0;590.0;707.0826308944426;-0.18102499754852008
2021-03-30 15:00:00;144500.0;143640.0;143900.0;6.756932389247553;860.0;310.0;550.0;860.0;758.0550872629617;0.12617633175644904
2021-03-30 16:00:00;143930.0;143160.0;143730.0;6.646390514847729;770.0;30.0;740.0;770.0;762.0367248419745;0.010395764991764977
2021-03-30 17:00:00;144260.0;143580.0;143880.0;6.522092798170152;680.0;530.0;150.0;680.0;734.6911498946497;-0.07735740850718287
2021-03-30 18:00:00;144110.0;143240.0;143520.0;6.76849321164863;870.0;230.0;640.0;870.0;779.7940999297664;0.10946330126139703
2021-03-30 19:00:00;143740.0;143130.0;143440.0;6.413458957167357;610.0;220.0;390.0;610.0;723.1960666198443;-0.1702214130405153
2021-03-30 20:00:00;143940.0;143400.0;143890.0;6.29156913955832;540.0;500.0;40.0;540.0;662.1307110798962;-0.20389384564941881
2021-03-30 21:00:00;143960.0;143420.0;143620.0;6.29156913955832;540.0;70.0;470.0;540.0;621.4204740532641;-0.14043880512508622
2021-03-30 22:00:00;143940.0;143410.0;143810.0;6.272877006546167;530.0;320.0;210.0;530.0;590.946982702176;-0.1088492990562111
2021-03-30 23:00:00;144070.0;143660.0;144000.0;6.016157159698354;410.0;260.0;150.0;410.0;530.6313218014507;-0.25791031117416896
2021-03-31 00:00:00;144230.0;143810.0;144060.0;6.040254711277414;420.0;230.0;190.0;420.0;493.75421453430044;-0.16178314066716037
2021-03-31 01:00:00;144090.0;143710.0;143770.0;5.940171252720432;380.0;30.0;350.0;380.0;455.83614302286696;-0.18196215674132343
2021-03-31 09:00:00;144450.0;143590.0;144450.0;6.756932389247553;860.0;680.0;180.0;860.0;590.5574286819112;0.3758655040089538
2021-03-31 10:00:00;144490.0;144080.0;144340.0;6.016157159698354;410.0;40.0;370.0;410.0;530.3716191212741;-0.25742076929761737
2021-03-31 11:00:00;144470.0;143710.0;144410.0;6.633318433280377;760.0;130.0;630.0;760.0;606.914412747516;0.22493065257832523
2021-03-31 12:00:00;144950.0;144180.0;144520.0;6.646390514847729;770.0;540.0;230.0;770.0;661.2762751650107;0.15221879686539808
2021-03-31 13:00:00;144830.0;144200.0;144780.0;6.4457198193855785;630.0;310.0;320.0;630.0;650.8508501100071;-0.03256068767954012
2021-03-31 14:00:00;144880.0;144390.0;144450.0;6.194405391104672;490.0;100.0;390.0;490.0;597.2339000733381;-0.19790343797497378
2021-03-31 15:00:00;144850.0;144300.0;144850.0;6.309918278226516;550.0;400.0;150.0;550.0;581.4892667155588;-0.055674235635041036
2021-03-31 16:00:00;145540.0;144830.0;145500.0;6.565264970035361;710.0;690.0;20.0;710.0;624.3261778103724;0.12859201738693127
2021-03-31 17:00:00;145780.0;145230.0;145360.0;6.309918278226516;550.0;280.0;270.0;550.0;599.550785206915;-0.08626240525850548
2021-03-31 18:00:00;145710.0;145160.0;145560.0;6.309918278226516;550.0;350.0;200.0;550.0;583.03385680461;-0.058326979859066874
2021-03-31 19:00:00;146250.0;145490.0;145840.0;6.633318433280377;760.0;690.0;70.0;760.0;642.0225712030733;0.16869497257124522
2021-03-31 20:00:00;145980.0;145520.0;145760.0;6.131226489483141;460.0;140.0;320.0;460.0;581.3483808020488;-0.23412371038987256
2021-03-31 21:00:00;146150.0;145750.0;145950.0;5.991464547107982;400.0;390.0;10.0;400.0;520.8989205346993;-0.2640914653328954
2021-03-31 22:00:00;146000.0;145450.0;145590.0;6.309918278226516;550.0;50.0;500.0;550.0;530.5992803564662;0.03591119280637045
2021-03-31 23:00:00;145650.0;145330.0;145550.0;5.768320995793772;320.0;60.0;260.0;320.0;460.39952023764414;-0.3637736389979045
2021-04-01 00:00:00;145820.0;145490.0;145510.0;5.799092654460526;330.0;270.0;60.0;330.0;416.9330134917627;-0.23383291532594974
2021-04-01 01:00:00;145580.0;145020.0;145210.0;6.327936783729195;560.0;70.0;490.0;560.0;464.62200899450846;0.1867125925938744
2021-04-01 09:00:00;145750.0;145150.0;145660.0;6.396929655216146;600.0;540.0;60.0;600.0;509.748005996339;0.16301315749784706
2021-04-01 10:00:00;145800.0;145470.0;145750.0;5.799092654460526;330.0;140.0;190.0;330.0;449.83200399755935;-0.3097815341510506
2021-04-01 11:00:00;146370.0;145710.0;146300.0;6.492239835020471;660.0;620.0;40.0;660.0;519.8880026650395;0.23862642613280016
2021-04-01 12:00:00;146870.0;145800.0;146860.0;6.975413927455952;1070.0;570.0;500.0;1070.0;703.2586684433596;0.4196891539005101
2021-04-01 13:00:00;146970.0;146350.0;146450.0;6.429719478039138;620.0;110.0;510.0;620.0;675.5057789622398;-0.08574223441295903
2021-04-01 14:00:00;146460.0;145720.0;145960.0;6.606650186198215;740.0;10.0;730.0;740.0;697.0038526414932;0.059859247990280195
2021-04-01 15:00:00;145980.0;145120.0;145170.0;6.756932389247553;860.0;20.0;840.0;860.0;751.3359017609955;0.13507956482888872
2021-04-01 16:00:00;145430.0;144700.0;144900.0;6.593044534142437;730.0;260.0;470.0;730.0;744.2239345073303;-0.0192974426441177
2021-04-01 17:00:00;145390.0;144620.0;145260.0;6.646390514847729;770.0;490.0;280.0;770.0;752.8159563382203;0.022569730815244604
2021-04-01 18:00:00;145740.0;144940.0;145050.0;6.684611727667927;800.0;480.0;320.0;800.0;768.543970892147;0.040113949810598015
2021-04-01 19:00:00;145330.0;143390.0;143950.0;7.570443252057374;1940.0;280.0;1660.0;1940.0;1159.029313928098;0.5151051166059792
2021-04-01 20:00:00;144210.0;143500.0;143600.0;6.565264970035361;710.0;260.0;450.0;710.0;1009.3528759520653;-0.35179971757402306
2021-04-01 21:00:00;144050.0;143440.0;143770.0;6.413458957167357;610.0;450.0;160.0;610.0;876.2352506347103;-0.362175648668547
2021-04-01 22:00:00;144540.0;143700.0;144390.0;6.733401891837359;840.0;770.0;70.0;840.0;864.1568337564736;-0.028352381045308128
2021-04-01 23:00:00;144740.0;144020.0;144270.0;6.579251212010101;720.0;350.0;370.0;720.0;816.1045558376491;-0.12529126689976433
2021-04-02 00:00:00;144430.0;143800.0;144090.0;6.4457198193855785;630.0;160.0;470.0;630.0;754.069703891766;-0.17976498982935318
2021-04-02 01:00:00;144450.0;144070.0;144420.0;5.940171252720432;380.0;360.0;20.0;380.0;629.3798025945107;-0.5045636414593462
2021-04-02 09:00:00;144880.0;144270.0;144650.0;6.413458957167357;610.0;460.0;150.0;610.0;622.9198683963405;-0.02095893119080028
2021-04-02 10:00:00;144850.0;144560.0;144770.0;5.66988092298052;290.0;200.0;90.0;290.0;511.9465789308936;-0.5683393585897996
2021-04-02 11:00:00;145000.0;144150.0;144880.0;6.745236349484363;850.0;230.0;620.0;850.0;624.6310526205957;0.3080751898599843
2021-04-02 12:00:00;145180.0;144400.0;144720.0;6.659293919683638;780.0;300.0;480.0;780.0;676.4207017470637;0.14247869735129726
2021-04-02 13:00:00;144740.0;144120.0;144440.0;6.429719478039138;620.0;20.0;600.0;620.0;657.6138011647092;-0.05889835265521626
2021-04-02 14:00:00;144840.0;144400.0;144510.0;6.0867747269123065;440.0;400.0;40.0;440.0;585.0758674431395;-0.28496679984778694
2021-04-02 15:00:00;144700.0;144400.0;144540.0;5.703782474656201;300.0;190.0;110.0;300.0;490.05057829542636;-0.4907261321326235
2021-04-02 16:00:00;144840.0;144490.0;144710.0;5.857933154483459;350.0;300.0;50.0;350.0;443.3670521969509;-0.2364648327591068
2021-04-02 17:00:00;145250.0;144520.0;145040.0;6.593044534142437;730.0;540.0;190.0;730.0;538.9113681313006;0.30349341435905064
2021-04-02 18:00:00;145300.0;144860.0;144900.0;6.0867747269123065;440.0;260.0;180.0;440.0;505.9409120875337;-0.13964516102591684
2021-04-02 19:00:00;145090.0;144610.0;144780.0;6.173786103901937;480.0;190.0;290.0;480.0;497.29394139168915;-0.03539517873969533
2021-04-02 20:00:00;144980.0;144630.0;144980.0;5.857933154483459;350.0;200.0;150.0;350.0;448.1959609277928;-0.24729739507969306
2021-04-02 21:00:00;144920.0;144630.0;144830.0;5.66988092298052;290.0;60.0;350.0;350.0;415.4639739518619;-0.3595149822655177
2021-04-02 22:00:00;144920.0;144710.0;144750.0;5.3471075307174685;210.0;90.0;120.0;210.0;346.9759826345746;-0.5021480325243868
2021-04-02 23:00:00;144830.0;144720.0;144810.0;4.700480365792417;110.0;80.0;30.0;110.0;267.98398842304977;-0.8904468682435418
2021-04-03 00:00:00;144840.0;144640.0;144640.0;5.298317366548036;200.0;30.0;170.0;200.0;245.32265894869985;-0.2042569528461815
2021-04-03 01:00:00;144770.0;144530.0;144610.0;5.480638923341991;240.0;130.0;110.0;240.0;243.54843929913324;-0.014676928756721885
2021-04-05 09:00:00;145000.0;144390.0;144460.0;6.413458957167357;610.0;390.0;220.0;610.0;365.69895953275545;0.5116484771548295
2021-04-05 10:00:00;144600.0;144160.0;144330.0;6.0867747269123065;440.0;140.0;300.0;440.0;390.46597302183693;0.11943389837713081
2021-04-05 11:00:00;144400.0;143850.0;144250.0;6.309918278226516;550.0;70.0;480.0;550.0;443.643982014558;0.21489587975134228
2021-04-05 12:00:00;144360.0;142540.0;142620.0;7.506591780070841;1820.0;110.0;1710.0;1820.0;902.4293213430385;0.7015014072318726
2021-04-05 13:00:00;143180.0;142400.0;143070.0;6.659293919683638;780.0;560.0;220.0;780.0;861.6195475620257;-0.09951989341514089
2021-04-05 14:00:00;143870.0;142830.0;143390.0;6.946975992135418;1040.0;800.0;240.0;1040.0;921.0796983746839;0.12142942501523724
2021-04-05 15:00:00;143560.0;143110.0;143330.0;6.1092475827643655;450.0;170.0;280.0;450.0;764.0531322497893;-0.5293897488135926
2021-04-05 16:00:00;143520.0;142660.0;142910.0;6.756932389247553;860.0;190.0;670.0;860.0;796.0354214998596;0.07728870502155516
2021-04-05 17:00:00;143430.0;142850.0;143380.0;6.363028103540465;580.0;520.0;60.0;580.0;724.0236143332397;-0.2217959047957212
2021-04-05 18:00:00;143760.0;143120.0;143610.0;6.461468176353717;640.0;380.0;260.0;640.0;696.0157428888265;-0.08390410281803629
2021-04-05 19:00:00;143930.0;143210.0;143240.0;6.579251212010101;720.0;320.0;400.0;720.0;704.0104952592176;0.02245794792452127
2021-04-05 20:00:00;143810.0;143240.0;143740.0;6.345636360828596;570.0;570.0;0.0;570.0;659.3403301728117;-0.1456034746207644
2021-04-05 21:00:00;143640.0;142860.0;142910.0;6.659293919683638;780.0;100.0;880.0;880.0;732.8935534485411;0.06229344874011389
2021-04-05 22:00:00;143710.0;142810.0;143650.0;6.802394763324311;900.0;800.0;100.0;900.0;788.5957022990274;0.1321409916812959
2021-04-05 23:00:00;143800.0;143440.0;143560.0;5.886104031450156;360.0;150.0;210.0;360.0;645.7304681993517;-0.5842781533774541
2021-04-06 00:00:00;143670.0;143260.0;143410.0;6.016157159698354;410.0;110.0;300.0;410.0;567.1536454662345;-0.324473086979304
2021-04-06 01:00:00;143540.0;143250.0;143310.0;5.66988092298052;290.0;130.0;160.0;290.0;474.76909697748965;-0.4929476512372233
